,id,budget,revenue,original_title,director,genres,release_date,release_year,budget_adj,revenue_adj
1041,16577,65000000,44091067,Astro Boy,David Bowers,Family,10/15/09,2009,66066028.2181219,44814179.6398324
1042,16577,65000000,44091067,Astro Boy,David Bowers,Science Fiction,10/15/09,2009,66066028.2181219,44814179.6398324
1043,4959,50000000,60161391,The International,Tom Tykwer,Drama,2/3/09,2009,50820021.7062476,61148063.929961
1044,4959,50000000,60161391,The International,Tom Tykwer,Thriller,2/3/09,2009,50820021.7062476,61148063.929961
1045,4959,50000000,60161391,The International,Tom Tykwer,Crime,2/3/09,2009,50820021.7062476,61148063.929961
1046,45650,0,0,The Hole,Joe Dante,Thriller,9/9/09,2009,0.0,0.0
1047,45650,0,0,The Hole,Joe Dante,Adventure,9/9/09,2009,0.0,0.0
1048,45650,0,0,The Hole,Joe Dante,Fantasy,9/9/09,2009,0.0,0.0
1049,13804,85000000,363164265,Fast & Furious,Justin Lin,Action,4/2/09,2009,86394036.900621,369120316.604669
1050,13804,85000000,363164265,Fast & Furious,Justin Lin,Crime,4/2/09,2009,86394036.900621,369120316.604669
1051,13804,85000000,363164265,Fast & Furious,Justin Lin,Drama,4/2/09,2009,86394036.900621,369120316.604669
1052,13804,85000000,363164265,Fast & Furious,Justin Lin,Thriller,4/2/09,2009,86394036.900621,369120316.604669
1053,22074,20000000,17436509,Capitalism: A Love Story,Michael Moore,Documentary,9/6/09,2009,20328008.682499,17722475.3172236
1054,8880,40000000,0,Che: Part Two,Steven Soderbergh,Drama,1/24/09,2009,40656017.3649981,0.0
1055,8880,40000000,0,Che: Part Two,Steven Soderbergh,History,1/24/09,2009,40656017.3649981,0.0
1056,8880,40000000,0,Che: Part Two,Steven Soderbergh,War,1/24/09,2009,40656017.3649981,0.0
1057,24150,15000000,39421467,Halloween II,Rob Zombie,Horror,8/28/09,2009,15246006.5118743,40067996.1726425
1058,38842,22000000,0,Middle Men,George Gallo,Drama,5/17/09,2009,22360809.5507489,0.0
1059,38842,22000000,0,Middle Men,George Gallo,Comedy,5/17/09,2009,22360809.5507489,0.0
1060,38842,22000000,0,Middle Men,George Gallo,Crime,5/17/09,2009,22360809.5507489,0.0
1061,18126,35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,Comedy,4/10/09,2009,35574015.1943733,158096289.101687
1062,18126,35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,Drama,4/10/09,2009,35574015.1943733,158096289.101687
1063,18126,35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,Family,4/10/09,2009,35574015.1943733,158096289.101687
1064,18126,35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,Music,4/10/09,2009,35574015.1943733,158096289.101687
1065,18126,35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,Romance,4/10/09,2009,35574015.1943733,158096289.101687
1066,17336,0,32474120,Fighting,Dito Montiel,Action,4/24/09,2009,0.0,33006709.6658258
1067,17336,0,32474120,Fighting,Dito Montiel,Adventure,4/24/09,2009,0.0,33006709.6658258
1068,17336,0,32474120,Fighting,Dito Montiel,Crime,4/24/09,2009,0.0,33006709.6658258
1069,17336,0,32474120,Fighting,Dito Montiel,Drama,4/24/09,2009,0.0,33006709.6658258
1070,17336,0,32474120,Fighting,Dito Montiel,Thriller,4/24/09,2009,0.0,33006709.6658258
1071,20856,45000000,57881056,Aliens in the Attic,John Schultz,Adventure,7/31/09,2009,45738019.5356229,58830330.4460107
1072,20856,45000000,57881056,Aliens in the Attic,John Schultz,Comedy,7/31/09,2009,45738019.5356229,58830330.4460107
1073,20856,45000000,57881056,Aliens in the Attic,John Schultz,Family,7/31/09,2009,45738019.5356229,58830330.4460107
1074,20856,45000000,57881056,Aliens in the Attic,John Schultz,Fantasy,7/31/09,2009,45738019.5356229,58830330.4460107
1075,20856,45000000,57881056,Aliens in the Attic,John Schultz,Science Fiction,7/31/09,2009,45738019.5356229,58830330.4460107
1076,22051,0,2277396,Adam,Max Mayer,Drama,7/29/09,2009,0.0,2314746.28307443
1077,22051,0,2277396,Adam,Max Mayer,Romance,7/29/09,2009,0.0,2314746.28307443
1078,21407,3400000,9444018,The Collector,Marcus Dunstan,Horror,7/9/09,2009,3455761.47602484,9598903.99508387
1079,21407,3400000,9444018,The Collector,Marcus Dunstan,Thriller,7/9/09,2009,3455761.47602484,9598903.99508387
1080,29483,4300000,0,Beautiful Kate,Rachel Ward,Drama,6/13/09,2009,4370521.8667373,0.0
1081,29483,4300000,0,Beautiful Kate,Rachel Ward,Foreign,6/13/09,2009,4370521.8667373,0.0
1082,29483,4300000,0,Beautiful Kate,Rachel Ward,Mystery,6/13/09,2009,4370521.8667373,0.0
1083,31723,3000000,18097,Women in Trouble,Sebastian Gutierrez,Comedy,11/13/09,2009,3049201.30237486,18393.7986563592
1084,31723,3000000,18097,Women in Trouble,Sebastian Gutierrez,Drama,11/13/09,2009,3049201.30237486,18393.7986563592
1085,22824,10000000,42333295,The Fourth Kind,Olatunde Osunsanmi,Science Fiction,11/6/09,2009,10164004.3412495,43027579.4159397
1086,22824,10000000,42333295,The Fourth Kind,Olatunde Osunsanmi,Thriller,11/6/09,2009,10164004.3412495,43027579.4159397
1087,36691,15000000,5024782,Solitary Man,Brian Koppelman|David Levien,Comedy,9/7/09,2009,15246006.5118743,5107190.60618325
1088,36691,15000000,5024782,Solitary Man,Brian Koppelman|David Levien,Drama,9/7/09,2009,15246006.5118743,5107190.60618325
1089,36691,15000000,5024782,Solitary Man,Brian Koppelman|David Levien,Romance,9/7/09,2009,15246006.5118743,5107190.60618325
1090,42171,0,0,The Infidel,Josh Appignanesi,Comedy,9/16/09,2009,0.0,0.0
1091,42171,0,0,The Infidel,Josh Appignanesi,Drama,9/16/09,2009,0.0,0.0
1092,38542,800000,867714,The Disappearance of Alice Creed,J Blakeson,Crime,9/12/09,2009,813120.347299962,881944.886296299
1093,38542,800000,867714,The Disappearance of Alice Creed,J Blakeson,Drama,9/12/09,2009,813120.347299962,881944.886296299
1094,38542,800000,867714,The Disappearance of Alice Creed,J Blakeson,Thriller,9/12/09,2009,813120.347299962,881944.886296299
1095,16558,78146652,60000000,Duplicity,Tony Gilroy,Thriller,3/19/09,2009,79428291.0182116,60984026.0474972
1096,53729,3500000,0,Wild Cherry,Dana Lustig,Comedy,2/7/09,2009,3557401.51943733,0.0
1097,22855,0,0,Superman/Batman: Public Enemies,Sam Liu,Animation,9/29/09,2009,0.0,0.0
1098,22855,0,0,Superman/Batman: Public Enemies,Sam Liu,Action,9/29/09,2009,0.0,0.0
1099,22855,0,0,Superman/Batman: Public Enemies,Sam Liu,Adventure,9/29/09,2009,0.0,0.0
1100,22640,5100000,0,Shrink,Jonas Pate,Comedy,6/8/09,2009,5183642.21403726,0.0
1101,22640,5100000,0,Shrink,Jonas Pate,Drama,6/8/09,2009,5183642.21403726,0.0
1102,15359,0,0,Wonder Woman,Lauren Montgomery,Action,3/3/09,2009,0.0,0.0
1103,15359,0,0,Wonder Woman,Lauren Montgomery,Adventure,3/3/09,2009,0.0,0.0
1104,15359,0,0,Wonder Woman,Lauren Montgomery,Animation,3/3/09,2009,0.0,0.0
1105,15359,0,0,Wonder Woman,Lauren Montgomery,Science Fiction,3/3/09,2009,0.0,0.0
1106,29963,8500000,4440055,Bright Star,Jane Campion,Drama,11/5/09,2009,8639403.6900621,4512873.82953867
1107,29963,8500000,4440055,Bright Star,Jane Campion,Romance,11/5/09,2009,8639403.6900621,4512873.82953867
1108,16614,9500000,17164377,Adventureland,Greg Mottola,Comedy,4/3/09,2009,9655804.12418705,17445880.2342843
1109,12569,8000000,10848783,Extract,Mike Judge,Comedy,9/3/09,2009,8131203.47299962,11026707.7509274
1110,28089,6500000,1521261,The Messenger,Oren Moverman,Drama,11/13/09,2009,6606602.82181219,1546210.34081736
1111,28089,6500000,1521261,The Messenger,Oren Moverman,History,11/13/09,2009,6606602.82181219,1546210.34081736
1112,19904,0,0,The Stepfather,Nelson McCormick,Horror,10/16/09,2009,0.0,0.0
1113,19904,0,0,The Stepfather,Nelson McCormick,Thriller,10/16/09,2009,0.0,0.0
1114,19904,0,0,The Stepfather,Nelson McCormick,Mystery,10/16/09,2009,0.0,0.0
1115,23049,17000000,20455276,My Life in Ruins,Donald Petrie,Comedy,2/6/09,2009,17278807.3801242,20790751.4065457
1116,23049,17000000,20455276,My Life in Ruins,Donald Petrie,Romance,2/6/09,2009,17278807.3801242,20790751.4065457
1117,10024,30000000,95714875,My Sister's Keeper,Nick Cassavetes,Drama,6/26/09,2009,30492013.0237486,97284640.5022156
1118,23128,0,1162422,The Cove,Louie Psihoyos,Documentary,7/31/09,2009,0.0,1181486.22543639
1119,17332,60000000,31720158,The Soloist,Joe Wright,Drama,4/24/09,2009,60984026.0474972,32240382.3617121
1120,278604,0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Dominic Polcino,Science Fiction,10/17/09,2009,0.0,0.0
1121,278604,0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Dominic Polcino,Animation,10/17/09,2009,0.0,0.0
1122,278604,0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Dominic Polcino,Comedy,10/17/09,2009,0.0,0.0
1123,13207,19000000,91379051,Friday the 13th,Marcus Nispel,Horror,2/11/09,2009,19311608.2483741,92877707.1063262
1124,18405,0,0,The Last House on the Left,Dennis Iliadis,Crime,3/13/09,2009,0.0,0.0
1125,18405,0,0,The Last House on the Left,Dennis Iliadis,Thriller,3/13/09,2009,0.0,0.0
1126,18405,0,0,The Last House on the Left,Dennis Iliadis,Horror,3/13/09,2009,0.0,0.0
1127,18405,0,0,The Last House on the Left,Dennis Iliadis,Drama,3/13/09,2009,0.0,0.0
1128,19959,80000000,122444772,Surrogates,Jonathan Mostow,Action,9/24/09,2009,81312034.7299962,124452919.41713
1129,19959,80000000,122444772,Surrogates,Jonathan Mostow,Science Fiction,9/24/09,2009,81312034.7299962,124452919.41713
1130,19959,80000000,122444772,Surrogates,Jonathan Mostow,Thriller,9/24/09,2009,81312034.7299962,124452919.41713
1131,25968,9000000,0,Veronika Decides to Die,Emily Young,Drama,5/16/09,2009,9147603.90712458,0.0
1132,25968,9000000,0,Veronika Decides to Die,Emily Young,Romance,5/16/09,2009,9147603.90712458,0.0
1133,29917,0,0,Exam,Stuart Hazeldine,Thriller,6/19/09,2009,0.0,0.0
1134,29917,0,0,Exam,Stuart Hazeldine,Mystery,6/19/09,2009,0.0,0.0
1135,17335,20000000,73830340,Obsessed,Steve Shill,Drama,4/24/09,2009,20328008.682499,75041189.6275929
1136,17335,20000000,73830340,Obsessed,Steve Shill,Thriller,4/24/09,2009,20328008.682499,75041189.6275929
1137,11928,15000000,113221,Tetro,Francis Ford Coppola,Drama,6/11/09,2009,15246006.5118743,115077.873552061
1138,11928,15000000,113221,Tetro,Francis Ford Coppola,Mystery,6/11/09,2009,15246006.5118743,115077.873552061
1139,18238,0,0,Lesbian Vampire Killers,Phil Claydon,Horror,3/16/09,2009,0.0,0.0
1140,18238,0,0,Lesbian Vampire Killers,Phil Claydon,Comedy,3/16/09,2009,0.0,0.0
1141,46584,6400000,0,The Trotsky,Jacob Tierney,Comedy,9/11/09,2009,6504962.7783997,0.0
1142,36800,5060730,0,Metropia,Tarik Saleh,Animation,10/21/09,2009,5143728.16898917,0.0
1143,36800,5060730,0,Metropia,Tarik Saleh,Drama,10/21/09,2009,5143728.16898917,0.0
1144,36800,5060730,0,Metropia,Tarik Saleh,Science Fiction,10/21/09,2009,5143728.16898917,0.0
1145,36800,5060730,0,Metropia,Tarik Saleh,Thriller,10/21/09,2009,5143728.16898917,0.0
1146,13576,60000000,0,Michael Jackson's This Is It,Kenny Ortega,Music,10/28/09,2009,60984026.0474972,0.0
1147,13576,60000000,0,Michael Jackson's This Is It,Kenny Ortega,Documentary,10/28/09,2009,60984026.0474972,0.0
1148,32868,0,0,The Vicious Kind,Lee Toland Krieger,Comedy,1/17/09,2009,0.0,0.0
1149,32868,0,0,The Vicious Kind,Lee Toland Krieger,Drama,1/17/09,2009,0.0,0.0
1150,36811,0,0,The Last Station,Michael Hoffman,Drama,9/4/09,2009,0.0,0.0
1151,36811,0,0,The Last Station,Michael Hoffman,Romance,9/4/09,2009,0.0,0.0
1152,26035,0,0,According to Greta,Nancy Bardawil,Drama,11/25/09,2009,0.0,0.0
1153,26035,0,0,According to Greta,Nancy Bardawil,Romance,11/25/09,2009,0.0,0.0
1154,32985,45000000,7810000,Solomon Kane,Michael J. Bassett,Adventure,9/16/09,2009,45738019.5356229,7938087.39051588
1155,32985,45000000,7810000,Solomon Kane,Michael J. Bassett,Fantasy,9/16/09,2009,45738019.5356229,7938087.39051588
1156,32985,45000000,7810000,Solomon Kane,Michael J. Bassett,Action,9/16/09,2009,45738019.5356229,7938087.39051588
1157,32985,45000000,7810000,Solomon Kane,Michael J. Bassett,Science Fiction,9/16/09,2009,45738019.5356229,7938087.39051588
1158,29426,4000000,143191,Survival of the Dead,George A. Romero,Horror,9/9/09,2009,4065601.73649981,145539.394562786
1159,29426,4000000,143191,Survival of the Dead,George A. Romero,Science Fiction,9/9/09,2009,4065601.73649981,145539.394562786
1160,2080,150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,Adventure,4/28/09,2009,152460065.118743,346726502.499023
1161,2080,150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,Action,4/28/09,2009,152460065.118743,346726502.499023
1162,2080,150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,Thriller,4/28/09,2009,152460065.118743,346726502.499023
1163,2080,150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,Science Fiction,4/28/09,2009,152460065.118743,346726502.499023
1164,24804,2900000,296557,Black Dynamite,Scott Sanders,Action,10/16/09,2009,2947561.25896236,301420.663542793
1165,24804,2900000,296557,Black Dynamite,Scott Sanders,Comedy,10/16/09,2009,2947561.25896236,301420.663542793
1166,26963,0,0,The Secret of Kells,Tomm Moore|Nora Twomey,Animation,2/9/09,2009,0.0,0.0
1167,26963,0,0,The Secret of Kells,Tomm Moore|Nora Twomey,Family,2/9/09,2009,0.0,0.0
1168,26963,0,0,The Secret of Kells,Tomm Moore|Nora Twomey,Fantasy,2/9/09,2009,0.0,0.0
1169,33997,0,44348,Desert Flower,Sherry Hormann,Drama,9/24/09,2009,0.0,45075.3264525734
1170,24480,0,0,Partly Cloudy,Peter Sohn,Adventure,5/28/09,2009,0.0,0.0
1171,24480,0,0,Partly Cloudy,Peter Sohn,Animation,5/28/09,2009,0.0,0.0
1172,24480,0,0,Partly Cloudy,Peter Sohn,Comedy,5/28/09,2009,0.0,0.0
1173,24480,0,0,Partly Cloudy,Peter Sohn,Family,5/28/09,2009,0.0,0.0
1174,24480,0,0,Partly Cloudy,Peter Sohn,Fantasy,5/28/09,2009,0.0,0.0
1175,14711,0,0,Afro Samurai: Resurrection,Fuminori Kizaki,Animation,1/25/09,2009,0.0,0.0
1176,16325,0,500154,Echelon Conspiracy,Greg Marcks,Action,2/27/09,2009,0.0,508356.742729331
1177,16325,0,500154,Echelon Conspiracy,Greg Marcks,Crime,2/27/09,2009,0.0,508356.742729331
1178,16325,0,500154,Echelon Conspiracy,Greg Marcks,Mystery,2/27/09,2009,0.0,508356.742729331
1179,33788,0,0,Possession,Joel Bergvall|Simon Sandquist,Drama,7/16/09,2009,0.0,0.0
1180,33788,0,0,Possession,Joel Bergvall|Simon Sandquist,Thriller,7/16/09,2009,0.0,0.0
1181,33788,0,0,Possession,Joel Bergvall|Simon Sandquist,Romance,7/16/09,2009,0.0,0.0
1182,41360,425000,0,Hunter Prey,Sandy Collora,Science Fiction,1/1/09,2009,431970.184503105,0.0
1183,41360,425000,0,Hunter Prey,Sandy Collora,Thriller,1/1/09,2009,431970.184503105,0.0
1184,14536,8000000,29010817,New in Town,Jonas Elmer,Comedy,1/30/09,2009,8131203.47299962,29486606.9931195
1185,14536,8000000,29010817,New in Town,Jonas Elmer,Romance,1/30/09,2009,8131203.47299962,29486606.9931195
1186,44027,0,0,"My Son, My Son, What Have Ye Done",Werner Herzog,Crime,9/6/09,2009,0.0,0.0
1187,44027,0,0,"My Son, My Son, What Have Ye Done",Werner Herzog,Drama,9/6/09,2009,0.0,0.0
1188,44027,0,0,"My Son, My Son, What Have Ye Done",Werner Herzog,Thriller,9/6/09,2009,0.0,0.0
1189,26722,0,0,Nine Miles Down,Anthony Waller,Horror,10/1/09,2009,0.0,0.0
1190,26722,0,0,Nine Miles Down,Anthony Waller,Mystery,10/1/09,2009,0.0,0.0
1191,26722,0,0,Nine Miles Down,Anthony Waller,Thriller,10/1/09,2009,0.0,0.0
1192,79896,0,0,The Revenant,D. Kerry Prior ,Comedy,8/16/09,2009,0.0,0.0
1193,79896,0,0,The Revenant,D. Kerry Prior ,Horror,8/16/09,2009,0.0,0.0
1194,33511,0,0,Nowhere Boy,Sam Taylor-Johnson,Drama,12/25/09,2009,0.0,0.0
1195,19458,0,0,Princess Protection Program,Allison Liddi-Brown,Comedy,6/18/09,2009,0.0,0.0
1196,19458,0,0,Princess Protection Program,Allison Liddi-Brown,Drama,6/18/09,2009,0.0,0.0
1197,19458,0,0,Princess Protection Program,Allison Liddi-Brown,Family,6/18/09,2009,0.0,0.0
1198,41479,10000000,7022728,The Joneses,Derrick Borte,Comedy,9/13/09,2009,10164004.3412495,7137903.78794146
1199,41479,10000000,7022728,The Joneses,Derrick Borte,Drama,9/13/09,2009,10164004.3412495,7137903.78794146
1200,20407,0,0,Arlen Faber,John Hindman,Comedy,1/18/09,2009,0.0,0.0
1201,20407,0,0,Arlen Faber,John Hindman,Romance,1/18/09,2009,0.0,0.0
1202,17927,20000000,18599102,Fired Up!,Will Gluck,Comedy,2/20/09,2009,20328008.682499,18904135.3471342
1203,17927,20000000,18599102,Fired Up!,Will Gluck,Romance,2/20/09,2009,20328008.682499,18904135.3471342
1204,22717,75,134,Wanted,Prabhu Deva,Action,9/18/09,2009,76.2300325593715,136.197658172743
1205,22717,75,134,Wanted,Prabhu Deva,Comedy,9/18/09,2009,76.2300325593715,136.197658172743
1206,22717,75,134,Wanted,Prabhu Deva,Crime,9/18/09,2009,76.2300325593715,136.197658172743
1207,22717,75,134,Wanted,Prabhu Deva,Thriller,9/18/09,2009,76.2300325593715,136.197658172743
1208,20178,10000000,295750,World's Greatest Dad,Bobcat Goldthwait,Comedy,8/20/09,2009,10164004.3412495,300600.428392455
1209,20178,10000000,295750,World's Greatest Dad,Bobcat Goldthwait,Romance,8/20/09,2009,10164004.3412495,300600.428392455
1210,37659,0,0,When You're Strange,Tom DiCillo,Documentary,1/17/09,2009,0.0,0.0
1211,37659,0,0,When You're Strange,Tom DiCillo,Music,1/17/09,2009,0.0,0.0
1212,2325,0,0,Leningrad,Aleksandr Buravsky,War,1/1/09,2009,0.0,0.0
1213,2325,0,0,Leningrad,Aleksandr Buravsky,Drama,1/1/09,2009,0.0,0.0
1214,22494,0,0,Frequently Asked Questions About Time Travel,Gareth Carrivick,Drama,4/24/09,2009,0.0,0.0
1215,22494,0,0,Frequently Asked Questions About Time Travel,Gareth Carrivick,Comedy,4/24/09,2009,0.0,0.0
1216,22494,0,0,Frequently Asked Questions About Time Travel,Gareth Carrivick,Science Fiction,4/24/09,2009,0.0,0.0
1217,22494,0,0,Frequently Asked Questions About Time Travel,Gareth Carrivick,Romance,4/24/09,2009,0.0,0.0
1218,25704,15000000,6405245,Post Grad,Vicky Jenson,Comedy,8/21/09,2009,15246006.5118743,6510293.79867668
1219,24001,0,0,The Hills Run Red,Dave Parker,Horror,9/29/09,2009,0.0,0.0
1220,18898,0,0,Looking for Eric,Ken Loach,Comedy,5/27/09,2009,0.0,0.0
1221,18898,0,0,Looking for Eric,Ken Loach,Drama,5/27/09,2009,0.0,0.0
1222,25405,0,0,Taking Chance,Ross Katz,Drama,9/21/09,2009,0.0,0.0
1223,25405,0,0,Taking Chance,Ross Katz,History,9/21/09,2009,0.0,0.0
1224,25405,0,0,Taking Chance,Ross Katz,War,9/21/09,2009,0.0,0.0
1225,14410,0,43051547,Notorious,"George Tillman, Jr.",Drama,1/16/09,2009,0.0,43757611.0605508
1226,14410,0,43051547,Notorious,"George Tillman, Jr.",Music,1/16/09,2009,0.0,43757611.0605508
1227,46420,0,0,The Loved Ones,Sean Byrne,Horror,9/13/09,2009,0.0,0.0
1228,26171,21000000,0,Everybody's Fine,Kirk Jones,Drama,12/4/09,2009,21344409.116624,0.0
1229,34592,0,0,ZMD: Zombies of Mass Destruction,Kevin Hamedani,Horror,1/1/09,2009,0.0,0.0
1230,38850,2000000,7306,Stolen Lives,Anders Anderson,Crime,10/10/09,2009,2032800.8682499,7425.82157171691
1231,38850,2000000,7306,Stolen Lives,Anders Anderson,Drama,10/10/09,2009,2032800.8682499,7425.82157171691
1232,38850,2000000,7306,Stolen Lives,Anders Anderson,Mystery,10/10/09,2009,2032800.8682499,7425.82157171691
1233,38850,2000000,7306,Stolen Lives,Anders Anderson,Thriller,10/10/09,2009,2032800.8682499,7425.82157171691
1234,41009,0,0,Perrierâ€™s Bounty,Ian Fitzgibbon,Action,9/11/09,2009,0.0,0.0
1235,41009,0,0,Perrierâ€™s Bounty,Ian Fitzgibbon,Comedy,9/11/09,2009,0.0,0.0
1236,41009,0,0,Perrierâ€™s Bounty,Ian Fitzgibbon,Crime,9/11/09,2009,0.0,0.0
1237,41009,0,0,Perrierâ€™s Bounty,Ian Fitzgibbon,Drama,9/11/09,2009,0.0,0.0
1238,51249,0,0,Alabama Moon,Tim McCanlies,Action,9/27/09,2009,0.0,0.0
1239,51249,0,0,Alabama Moon,Tim McCanlies,Adventure,9/27/09,2009,0.0,0.0
1240,51249,0,0,Alabama Moon,Tim McCanlies,Drama,9/27/09,2009,0.0,0.0
1241,51249,0,0,Alabama Moon,Tim McCanlies,Family,9/27/09,2009,0.0,0.0
1242,39545,0,0,TiMER,Jac Schaeffer,Fantasy,5/14/09,2009,0.0,0.0
1243,39545,0,0,TiMER,Jac Schaeffer,Drama,5/14/09,2009,0.0,0.0
1244,39545,0,0,TiMER,Jac Schaeffer,Comedy,5/14/09,2009,0.0,0.0
1245,39545,0,0,TiMER,Jac Schaeffer,Science Fiction,5/14/09,2009,0.0,0.0
1246,39545,0,0,TiMER,Jac Schaeffer,Romance,5/14/09,2009,0.0,0.0
1247,29134,0,0,Amreeka,Cherien Dabis,Drama,1/17/09,2009,0.0,0.0
1248,38087,0,0,Mystery Team,Dan Eckman,Comedy,8/28/09,2009,0.0,0.0
1249,38087,0,0,Mystery Team,Dan Eckman,Thriller,8/28/09,2009,0.0,0.0
1250,38087,0,0,Mystery Team,Dan Eckman,Mystery,8/28/09,2009,0.0,0.0
1251,1977,5000000,38610009,The Grudge 3,Toby Wilkins,Horror,5/12/09,2009,5082002.17062476,39243229.9091683
1252,1977,5000000,38610009,The Grudge 3,Toby Wilkins,Thriller,5/12/09,2009,5082002.17062476,39243229.9091683
1253,27561,3500000,0,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,Comedy,9/25/09,2009,3557401.51943733,0.0
1254,27561,3500000,0,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,Crime,9/25/09,2009,3557401.51943733,0.0
1255,38150,0,0,Heartless,Philip Ridley,Drama,11/21/09,2009,0.0,0.0
1256,38150,0,0,Heartless,Philip Ridley,Horror,11/21/09,2009,0.0,0.0
1257,38150,0,0,Heartless,Philip Ridley,Thriller,11/21/09,2009,0.0,0.0
1258,220903,0,0,Life,Martha Holmes|Simon Blakeney|Stephen Lyle,Documentary,12/14/09,2009,0.0,0.0
1259,33870,25000000,20719451,Mao's Last Dancer,Bruce Beresford,Drama,10/1/09,2009,25410010.8531238,21059258.9912307
1260,33870,25000000,20719451,Mao's Last Dancer,Bruce Beresford,Romance,10/1/09,2009,25410010.8531238,21059258.9912307
1261,34423,0,0,The Slammin' Salmon,Kevin Heffernan,Comedy,1/1/09,2009,0.0,0.0
1262,23116,0,0,Loose Change 9/11: An American Coup,Dylan Avery,Documentary,9/22/09,2009,0.0,0.0
1263,54507,0,0,A Very Potter Musical,Matt Lang,Music,4/9/09,2009,0.0,0.0
1264,54507,0,0,A Very Potter Musical,Matt Lang,Comedy,4/9/09,2009,0.0,0.0
1265,28238,0,0,Hamlet,Gregory Doran,Drama,12/26/09,2009,0.0,0.0
1266,46641,0,400654,Today's Special,David Kaplan,Comedy,10/14/09,2009,0.0,407224.899533899
1267,46641,0,400654,Today's Special,David Kaplan,Romance,10/14/09,2009,0.0,407224.899533899
1268,31981,0,0,Jim Jefferies: I Swear to God,John Moffitt,Comedy,5/16/09,2009,0.0,0.0
1269,27205,160000000,825500000,Inception,Christopher Nolan,Action,7/14/10,2010,160000000.0,825500000.0
1270,27205,160000000,825500000,Inception,Christopher Nolan,Thriller,7/14/10,2010,160000000.0,825500000.0
1271,27205,160000000,825500000,Inception,Christopher Nolan,Science Fiction,7/14/10,2010,160000000.0,825500000.0
1272,27205,160000000,825500000,Inception,Christopher Nolan,Mystery,7/14/10,2010,160000000.0,825500000.0
1273,27205,160000000,825500000,Inception,Christopher Nolan,Adventure,7/14/10,2010,160000000.0,825500000.0
1274,10138,200000000,623933331,Iron Man 2,Jon Favreau,Adventure,4/28/10,2010,200000000.0,623933331.0
1275,10138,200000000,623933331,Iron Man 2,Jon Favreau,Action,4/28/10,2010,200000000.0,623933331.0
1276,10138,200000000,623933331,Iron Man 2,Jon Favreau,Science Fiction,4/28/10,2010,200000000.0,623933331.0
1277,12155,200000000,1025467110,Alice in Wonderland,Tim Burton,Family,3/3/10,2010,200000000.0,1025467110.0
1278,12155,200000000,1025467110,Alice in Wonderland,Tim Burton,Fantasy,3/3/10,2010,200000000.0,1025467110.0
1279,12155,200000000,1025467110,Alice in Wonderland,Tim Burton,Adventure,3/3/10,2010,200000000.0,1025467110.0
1280,44214,13000000,327803731,Black Swan,Darren Aronofsky,Drama,12/2/10,2010,13000000.0,327803731.0
1281,44214,13000000,327803731,Black Swan,Darren Aronofsky,Mystery,12/2/10,2010,13000000.0,327803731.0
1282,44214,13000000,327803731,Black Swan,Darren Aronofsky,Thriller,12/2/10,2010,13000000.0,327803731.0
1283,12444,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,David Yates,Adventure,10/17/10,2010,250000000.0,954305868.0
1284,12444,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,David Yates,Fantasy,10/17/10,2010,250000000.0,954305868.0
1285,12444,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,David Yates,Family,10/17/10,2010,250000000.0,954305868.0
1286,20352,69000000,543513985,Despicable Me,Pierre Coffin|Chris Renaud,Action,7/8/10,2010,69000000.0,543513985.0
1287,20352,69000000,543513985,Despicable Me,Pierre Coffin|Chris Renaud,Animation,7/8/10,2010,69000000.0,543513985.0
1288,20352,69000000,543513985,Despicable Me,Pierre Coffin|Chris Renaud,Family,7/8/10,2010,69000000.0,543513985.0
1289,27578,80000000,274470394,The Expendables,Sylvester Stallone,Action,8/3/10,2010,80000000.0,274470394.0
1290,27578,80000000,274470394,The Expendables,Sylvester Stallone,Thriller,8/3/10,2010,80000000.0,274470394.0
1291,10191,165000000,494878759,How to Train Your Dragon,Dean DeBlois|Chris Sanders,Fantasy,3/5/10,2010,165000000.0,494878759.0
1292,10191,165000000,494878759,How to Train Your Dragon,Dean DeBlois|Chris Sanders,Adventure,3/5/10,2010,165000000.0,494878759.0
1293,10191,165000000,494878759,How to Train Your Dragon,Dean DeBlois|Chris Sanders,Animation,3/5/10,2010,165000000.0,494878759.0
1294,10191,165000000,494878759,How to Train Your Dragon,Dean DeBlois|Chris Sanders,Family,3/5/10,2010,165000000.0,494878759.0
