,id,budget,revenue,original_title,director,production_companies,release_date,release_year,budget_adj,revenue_adj
1762,59468,0,4430765,The Way,Emilio Estevez,Elixir Films,9/10/10,2010,0.0,4430765.0
1763,59468,0,4430765,The Way,Emilio Estevez,Filmax Entertainment,9/10/10,2010,0.0,4430765.0
1764,38408,38000000,105610124,Life as We Know It,Greg Berlanti,Josephson Entertainment,10/8/10,2010,38000000.0,105610124.0
1765,38408,38000000,105610124,Life as We Know It,Greg Berlanti,Gold Circle Films,10/8/10,2010,38000000.0,105610124.0
1766,38408,38000000,105610124,Life as We Know It,Greg Berlanti,Village Roadshow Pictures Asia,10/8/10,2010,38000000.0,105610124.0
1767,23759,12000000,6814789,Centurion,Neil Marshall,PathÃ© Pictures International,2/15/10,2010,12000000.0,6814789.0
1768,23759,12000000,6814789,Centurion,Neil Marshall,UK Film Council,2/15/10,2010,12000000.0,6814789.0
1769,23759,12000000,6814789,Centurion,Neil Marshall,Celador Films,2/15/10,2010,12000000.0,6814789.0
1770,23759,12000000,6814789,Centurion,Neil Marshall,Canal+,2/15/10,2010,12000000.0,6814789.0
1771,23759,12000000,6814789,Centurion,Neil Marshall,Warner Bros.,2/15/10,2010,12000000.0,6814789.0
1772,55347,3200000,5332926,Beginners,Mike Mills,Olympus Pictures,9/11/10,2010,3200000.0,5332926.0
1773,41505,22000000,851517,Shelter,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,NALA Films,3/27/10,2010,22000000.0,851517.0
1774,41505,22000000,851517,Shelter,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,IM Global,3/27/10,2010,22000000.0,851517.0
1775,41505,22000000,851517,Shelter,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,Maraci/Edelstein Films,3/27/10,2010,22000000.0,851517.0
1776,41505,22000000,851517,Shelter,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,Shelter Productions,3/27/10,2010,22000000.0,851517.0
1777,44113,22000000,9479718,Stone,John Curran,Stone Productions,10/7/10,2010,22000000.0,9479718.0
1778,44113,22000000,9479718,Stone,John Curran,Mimran Schur Pictures,10/7/10,2010,22000000.0,9479718.0
1779,43593,24000000,83188165,Piranha 3D,Alexandre Aja,The Weinstein Company,8/20/10,2010,24000000.0,83188165.0
1780,43593,24000000,83188165,Piranha 3D,Alexandre Aja,Atmosphere Entertainment MM,8/20/10,2010,24000000.0,83188165.0
1781,43593,24000000,83188165,Piranha 3D,Alexandre Aja,Chako Film Company,8/20/10,2010,24000000.0,83188165.0
1782,43593,24000000,83188165,Piranha 3D,Alexandre Aja,Dimension Films,8/20/10,2010,24000000.0,83188165.0
1783,43593,24000000,83188165,Piranha 3D,Alexandre Aja,Intellectual Properties Worldwide,8/20/10,2010,24000000.0,83188165.0
1784,38357,40000000,58785180,Morning Glory,Roger Michell,Bad Robot,1/12/10,2010,40000000.0,58785180.0
1785,38357,40000000,58785180,Morning Glory,Roger Michell,Goldcrest Pictures,1/12/10,2010,40000000.0,58785180.0
1786,45094,12500000,6732980,Conviction,Tony Goldwyn,Oceana Media Finance,9/11/10,2010,12500000.0,6732980.0
1787,45094,12500000,6732980,Conviction,Tony Goldwyn,Pantheon Entertainment Corporation,9/11/10,2010,12500000.0,6732980.0
1788,45094,12500000,6732980,Conviction,Tony Goldwyn,Innocence Productions,9/11/10,2010,12500000.0,6732980.0
1789,45094,12500000,6732980,Conviction,Tony Goldwyn,Prescience,9/11/10,2010,12500000.0,6732980.0
1790,45094,12500000,6732980,Conviction,Tony Goldwyn,Omega Entertainment,9/11/10,2010,12500000.0,6732980.0
1791,38358,1800000,67738090,The Last Exorcism,Daniel Stamm,Strike Entertainment,8/27/10,2010,1800000.0,67738090.0
1792,38358,1800000,67738090,The Last Exorcism,Daniel Stamm,StudioCanal,8/27/10,2010,1800000.0,67738090.0
1793,38358,1800000,67738090,The Last Exorcism,Daniel Stamm,Arcade Pictures,8/27/10,2010,1800000.0,67738090.0
1794,38363,22000000,24188922,Fair Game,Doug Liman,River Road Entertainment,5/20/10,2010,22000000.0,24188922.0
1795,38363,22000000,24188922,Fair Game,Doug Liman,Participant Media,5/20/10,2010,22000000.0,24188922.0
1796,45657,10000000,498974,The Ward,John Carpenter,North by Northwest Entertainment,9/13/10,2010,10000000.0,498974.0
1797,45657,10000000,498974,The Ward,John Carpenter,Premiere Picture,9/13/10,2010,10000000.0,498974.0
1798,45657,10000000,498974,The Ward,John Carpenter,A Bigger Boat,9/13/10,2010,10000000.0,498974.0
1799,45657,10000000,498974,The Ward,John Carpenter,FilmNation Entertainment,9/13/10,2010,10000000.0,498974.0
1800,45657,10000000,498974,The Ward,John Carpenter,Echo Lake Entertainment,9/13/10,2010,10000000.0,498974.0
1801,30675,0,7000000,Planet Hulk,Sam Liu,Marvel Animation,2/2/10,2010,0.0,7000000.0
1802,26388,1987650,19152480,Buried,Rodrigo CortÃ©s,Studio 37,9/24/10,2010,1987650.0,19152480.0
1803,26388,1987650,19152480,Buried,Rodrigo CortÃ©s,Versus Entertainment,9/24/10,2010,1987650.0,19152480.0
1804,26388,1987650,19152480,Buried,Rodrigo CortÃ©s,The Safran Company,9/24/10,2010,1987650.0,19152480.0
1805,26388,1987650,19152480,Buried,Rodrigo CortÃ©s,Dark Trick Films,9/24/10,2010,1987650.0,19152480.0
1806,38778,69000000,86387857,Dinner for Schmucks,Jay Roach,Paramount Pictures,7/30/10,2010,69000000.0,86387857.0
1807,38778,69000000,86387857,Dinner for Schmucks,Jay Roach,DreamWorks SKG,7/30/10,2010,69000000.0,86387857.0
1808,38778,69000000,86387857,Dinner for Schmucks,Jay Roach,Spyglass Entertainment,7/30/10,2010,69000000.0,86387857.0
1809,38778,69000000,86387857,Dinner for Schmucks,Jay Roach,Everyman Pictures,7/30/10,2010,69000000.0,86387857.0
1810,38778,69000000,86387857,Dinner for Schmucks,Jay Roach,Reliance BIG Entertainment,7/30/10,2010,69000000.0,86387857.0
1811,52338,0,0,Waiting for Forever,James Keach,Catfish Productions,2/10/10,2010,0.0,0.0
1812,52338,0,0,Waiting for Forever,James Keach,PCH Film,2/10/10,2010,0.0,0.0
1813,52338,0,0,Waiting for Forever,James Keach,Weekend Films/Main Street Productions,2/10/10,2010,0.0,0.0
1814,39781,4000000,34705850,The Kids Are All Right,Lisa Cholodenko,Mandalay Vision,7/9/10,2010,4000000.0,34705850.0
1815,39781,4000000,34705850,The Kids Are All Right,Lisa Cholodenko,10th Hole Productions,7/9/10,2010,4000000.0,34705850.0
1816,39781,4000000,34705850,The Kids Are All Right,Lisa Cholodenko,Gilbert Films,7/9/10,2010,4000000.0,34705850.0
1817,39781,4000000,34705850,The Kids Are All Right,Lisa Cholodenko,Focus Features,7/9/10,2010,4000000.0,34705850.0
1818,39781,4000000,34705850,The Kids Are All Right,Lisa Cholodenko,Saint Aire Production,7/9/10,2010,4000000.0,34705850.0
1819,42684,10000000,66821036,Skyline,Colin Strause|Greg Strause,Rogue Pictures,11/11/10,2010,10000000.0,66821036.0
1820,42684,10000000,66821036,Skyline,Colin Strause|Greg Strause,Relativity Media,11/11/10,2010,10000000.0,66821036.0
1821,42684,10000000,66821036,Skyline,Colin Strause|Greg Strause,Hydraulx,11/11/10,2010,10000000.0,66821036.0
1822,42684,10000000,66821036,Skyline,Colin Strause|Greg Strause,Rat Entertainment,11/11/10,2010,10000000.0,66821036.0
1823,42684,10000000,66821036,Skyline,Colin Strause|Greg Strause,Transmission Pictures,11/11/10,2010,10000000.0,66821036.0
1824,48289,20000000,45636368,The Debt,John Madden,Miramax Films,4/11/10,2010,20000000.0,45636368.0
1825,48289,20000000,45636368,The Debt,John Madden,Marv Films,4/11/10,2010,20000000.0,45636368.0
1826,48289,20000000,45636368,The Debt,John Madden,Pioneer Pictures,4/11/10,2010,20000000.0,45636368.0
1827,39013,2000000,13831503,Winter's Bone,Debra Granik,Anonymous Content,6/11/10,2010,2000000.0,13831503.0
1828,39013,2000000,13831503,Winter's Bone,Debra Granik,Winter's Bone Productions,6/11/10,2010,2000000.0,13831503.0
1829,39691,85000000,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,Brad Peyton,Village Roadshow Pictures,7/30/10,2010,85000000.0,112483764.0
1830,37931,10000000,6110000,MacGruber,Jorma Taccone,Relativity Media,5/21/10,2010,10000000.0,6110000.0
1831,38843,0,0,Ramona and Beezus,Elizabeth Allen Rosenbaum,Dune Entertainment,7/23/10,2010,0.0,0.0
1832,38843,0,0,Ramona and Beezus,Elizabeth Allen Rosenbaum,DiNovi Pictures,7/23/10,2010,0.0,0.0
1833,7978,150000000,0,The Wolfman,Joe Johnston,Universal Pictures,2/11/10,2010,150000000.0,0.0
1834,7978,150000000,0,The Wolfman,Joe Johnston,Stuber Productions,2/11/10,2010,150000000.0,0.0
1835,7978,150000000,0,The Wolfman,Joe Johnston,Relativity Media,2/11/10,2010,150000000.0,0.0
1836,42888,120000000,48668907,How Do You Know,James L. Brooks,Columbia Pictures,12/17/10,2010,120000000.0,48668907.0
1837,42888,120000000,48668907,How Do You Know,James L. Brooks,Gracie Films,12/17/10,2010,120000000.0,48668907.0
1838,42888,120000000,48668907,How Do You Know,James L. Brooks,Road Rebel,12/17/10,2010,120000000.0,48668907.0
1839,58496,0,8212430,Senna,Asif Kapadia,Universal Pictures,10/7/10,2010,0.0,8212430.0
1840,58496,0,8212430,Senna,Asif Kapadia,StudioCanal,10/7/10,2010,0.0,8212430.0
1841,58496,0,8212430,Senna,Asif Kapadia,Midfield Films,10/7/10,2010,0.0,8212430.0
1842,58496,0,8212430,Senna,Asif Kapadia,Working Title Films,10/7/10,2010,0.0,8212430.0
1843,52208,0,0,Nude Nuns With Big Guns,Joseph Guzman,Freak Show Entertainment,9/24/10,2010,0.0,0.0
1844,45649,500000,98017,Rubber,Quentin Dupieux,Canal+,7/9/10,2010,500000.0,98017.0
1845,45649,500000,98017,Rubber,Quentin Dupieux,Backup Films,7/9/10,2010,500000.0,98017.0
1846,45649,500000,98017,Rubber,Quentin Dupieux,Arte France,7/9/10,2010,500000.0,98017.0
1847,45649,500000,98017,Rubber,Quentin Dupieux,Arte France CinÃ©ma,7/9/10,2010,500000.0,98017.0
1848,45649,500000,98017,Rubber,Quentin Dupieux,Elle Driver,7/9/10,2010,500000.0,98017.0
1849,34016,20000000,49779728,She's Out of My League,Jim Field Smith,DreamWorks SKG,3/11/10,2010,20000000.0,49779728.0
1850,34016,20000000,49779728,She's Out of My League,Jim Field Smith,Mosaic,3/11/10,2010,20000000.0,49779728.0
1851,41215,0,265318,Black Death,Christopher Smith,Ecosse Films,6/7/10,2010,0.0,265318.0
1852,41215,0,265318,Black Death,Christopher Smith,Egoli Tossell Film AG,6/7/10,2010,0.0,265318.0
1853,41215,0,265318,Black Death,Christopher Smith,HanWay Films,6/7/10,2010,0.0,265318.0
1854,41215,0,265318,Black Death,Christopher Smith,The Post Republic,6/7/10,2010,0.0,265318.0
1855,41215,0,265318,Black Death,Christopher Smith,Zephyr Films,6/7/10,2010,0.0,265318.0
1856,37414,13000000,0,The Killer Inside Me,Michael Winterbottom,Revolution Films,2/19/10,2010,13000000.0,0.0
1857,37414,13000000,0,The Killer Inside Me,Michael Winterbottom,Indion Entertainment Group,2/19/10,2010,13000000.0,0.0
1858,48838,25000000,4644108,London Boulevard,William Monahan,GK Films,11/10/10,2010,25000000.0,4644108.0
1859,48838,25000000,4644108,London Boulevard,William Monahan,Henceforth,11/10/10,2010,25000000.0,4644108.0
1860,48838,25000000,4644108,London Boulevard,William Monahan,Projection Pictures,11/10/10,2010,25000000.0,4644108.0
1861,48838,25000000,4644108,London Boulevard,William Monahan,London Boulevard,11/10/10,2010,25000000.0,4644108.0
1862,60309,25000000,15478800,The Conspirator,Robert Redford,Wildwood Enterprises,9/10/10,2010,25000000.0,15478800.0
1863,60309,25000000,15478800,The Conspirator,Robert Redford,American Film Company,9/10/10,2010,25000000.0,15478800.0
1864,44835,7000000,382946,Hesher,Spencer Susser,DRO Entertainment,1/22/10,2010,7000000.0,382946.0
1865,44835,7000000,382946,Hesher,Spencer Susser,The Last Picture Company,1/22/10,2010,7000000.0,382946.0
1866,44835,7000000,382946,Hesher,Spencer Susser,CatchPlay,1/22/10,2010,7000000.0,382946.0
1867,44835,7000000,382946,Hesher,Spencer Susser,Corner Store Entertainment,1/22/10,2010,7000000.0,382946.0
1868,44835,7000000,382946,Hesher,Spencer Susser,Filmula,1/22/10,2010,7000000.0,382946.0
1869,59490,0,6467348,Cave of Forgotten Dreams,Werner Herzog,creative differences,9/10/10,2010,0.0,6467348.0
1870,59490,0,6467348,Cave of Forgotten Dreams,Werner Herzog,History films,9/10/10,2010,0.0,6467348.0
1871,45569,0,0,Red Hill,Patrick Hughes,Wildheart Films,11/5/10,2010,0.0,0.0
1872,45569,0,0,Red Hill,Patrick Hughes,Screen Australia,11/5/10,2010,0.0,0.0
1873,45569,0,0,Red Hill,Patrick Hughes,Hughes House Film,11/5/10,2010,0.0,0.0
1874,45569,0,0,Red Hill,Patrick Hughes,Wolf Creek Pictures,11/5/10,2010,0.0,0.0
1875,45569,0,0,Red Hill,Patrick Hughes,McMahon International Pictures,11/5/10,2010,0.0,0.0
1876,44363,0,3065860,Frozen,Adam Green,ArieScope Pictures,2/5/10,2010,0.0,3065860.0
1877,44363,0,3065860,Frozen,Adam Green,A Bigger Boat,2/5/10,2010,0.0,3065860.0
1878,33909,70000000,134748021,Wall Street: Money Never Sleeps,Oliver Stone,Twentieth Century Fox Film Corporation,9/2/10,2010,70000000.0,134748021.0
1879,33909,70000000,134748021,Wall Street: Money Never Sleeps,Oliver Stone,Dune Entertainment,9/2/10,2010,70000000.0,134748021.0
1880,33909,70000000,134748021,Wall Street: Money Never Sleeps,Oliver Stone,Dune Entertainment III,9/2/10,2010,70000000.0,134748021.0
1881,33909,70000000,134748021,Wall Street: Money Never Sleeps,Oliver Stone,Edward R. Pressman Film,9/2/10,2010,70000000.0,134748021.0
1882,65760,0,0,The Whistleblower,Larysa Kondracki,First Generation Films,9/13/10,2010,0.0,0.0
1883,65760,0,0,The Whistleblower,Larysa Kondracki,Mandalay Vision,9/13/10,2010,0.0,0.0
1884,65760,0,0,The Whistleblower,Larysa Kondracki,Samuel Goldwyn Films,9/13/10,2010,0.0,0.0
1885,65760,0,0,The Whistleblower,Larysa Kondracki,Voltage Pictures,9/13/10,2010,0.0,0.0
1886,65760,0,0,The Whistleblower,Larysa Kondracki,Primary Productions,9/13/10,2010,0.0,0.0
1887,44874,0,0,Barbie: A Fashion Fairytale,William Lau,Mattel,9/14/10,2010,0.0,0.0
1888,44874,0,0,Barbie: A Fashion Fairytale,William Lau,Evolution Films,9/14/10,2010,0.0,0.0
1889,45658,5000000,2614773,Everything Must Go,Dan Rush,Birdsong Pictures,10/15/10,2010,5000000.0,2614773.0
1890,45658,5000000,2614773,Everything Must Go,Dan Rush,IM Global,10/15/10,2010,5000000.0,2614773.0
1891,41180,0,0,The Client List,Eric Laneuville,Sony Pictures Television,7/19/10,2010,0.0,0.0
1892,41180,0,0,The Client List,Eric Laneuville,Jaffe / Braunstein Entertainment,7/19/10,2010,0.0,0.0
1893,41180,0,0,The Client List,Eric Laneuville,Fedora Films,7/19/10,2010,0.0,0.0
1894,12819,20000000,39300000,Alpha and Omega,Anthony Bell|Ben Gluck,Lions Gate Family Entertainment,9/17/10,2010,20000000.0,39300000.0
1895,12819,20000000,39300000,Alpha and Omega,Anthony Bell|Ben Gluck,Relativity Media,9/17/10,2010,20000000.0,39300000.0
1896,12819,20000000,39300000,Alpha and Omega,Anthony Bell|Ben Gluck,Crest Animation Productions,9/17/10,2010,20000000.0,39300000.0
1897,36950,0,0,You Don't Know Jack,Barry Levinson,Bee Holder Productions,4/14/10,2010,0.0,0.0
1898,36950,0,0,You Don't Know Jack,Barry Levinson,Royal Oak Films,4/14/10,2010,0.0,0.0
1899,36950,0,0,You Don't Know Jack,Barry Levinson,HBO Films,4/14/10,2010,0.0,0.0
1900,36950,0,0,You Don't Know Jack,Barry Levinson,Cine Mosaic,4/14/10,2010,0.0,0.0
1901,43920,0,430041,Dog Pound,Kim Chapiron,Angoa-Agicoa,4/24/10,2010,0.0,430041.0
1902,43920,0,430041,Dog Pound,Kim Chapiron,TÃ©lÃ©film Canada,4/24/10,2010,0.0,430041.0
1903,43920,0,430041,Dog Pound,Kim Chapiron,Mars Films,4/24/10,2010,0.0,430041.0
1904,43920,0,430041,Dog Pound,Kim Chapiron,Partizan,4/24/10,2010,0.0,430041.0
1905,43920,0,430041,Dog Pound,Kim Chapiron,Canal+,4/24/10,2010,0.0,430041.0
1906,41515,80000000,201584141,Yogi Bear,Eric Brevig,De Line Pictures,12/11/10,2010,80000000.0,201584141.0
1907,41515,80000000,201584141,Yogi Bear,Eric Brevig,Warner Bros. Animation,12/11/10,2010,80000000.0,201584141.0
1908,41515,80000000,201584141,Yogi Bear,Eric Brevig,Sunswept Entertainment,12/11/10,2010,80000000.0,201584141.0
1909,41515,80000000,201584141,Yogi Bear,Eric Brevig,Rhythm and Hues,12/11/10,2010,80000000.0,201584141.0
1910,41515,80000000,201584141,Yogi Bear,Eric Brevig,Picnic Basket,12/11/10,2010,80000000.0,201584141.0
1911,45162,3500000,0,Superman/Batman: Apocalypse,Lauren Montgomery,DC Comics,9/28/10,2010,3500000.0,0.0
1912,45162,3500000,0,Superman/Batman: Apocalypse,Lauren Montgomery,Warner Premiere,9/28/10,2010,3500000.0,0.0
1913,45132,2500000,324138,Super,James Gunn,This Is That Productions,9/9/10,2010,2500000.0,324138.0
1914,45132,2500000,324138,Super,James Gunn,Ambush Entertainment,9/9/10,2010,2500000.0,324138.0
1915,45132,2500000,324138,Super,James Gunn,Crimson Bolt,9/9/10,2010,2500000.0,324138.0
1916,45013,5800000,0,Burning Palms,Christopher B. Landon,Films In Motion,4/23/10,2010,5800000.0,0.0
1917,46198,1400000,0,My Girlfriend's Boyfriend,Daryn Tufts,fiftyfilms,4/22/10,2010,1400000.0,0.0
1918,45272,15000000,20529194,Country Strong,Shana Feste,Maguire Entertainment,12/22/10,2010,15000000.0,20529194.0
1919,45272,15000000,20529194,Country Strong,Shana Feste,Screen Gems,12/22/10,2010,15000000.0,20529194.0
1920,45272,15000000,20529194,Country Strong,Shana Feste,Sony Pictures Home Entertainment,12/22/10,2010,15000000.0,20529194.0
1921,47386,500000,0,YellowBrickRoad,Andy Mitton|Jesse Holland,Points North Film,1/23/10,2010,500000.0,0.0
1922,30061,0,0,Justice League: Crisis on Two Earths,Sam Liu|Lauren Montgomery,DC Comics,2/23/10,2010,0.0,0.0
1923,30061,0,0,Justice League: Crisis on Two Earths,Sam Liu|Lauren Montgomery,Warner Premiere,2/23/10,2010,0.0,0.0
1924,39452,0,4790751,Exit Through the Gift Shop,Banksy,Paranoid Pictures,1/24/10,2010,0.0,4790751.0
1925,43930,27000000,16504936,"Tomorrow, When the War Began",Stuart Beattie,Omnilab Media,8/8/10,2010,27000000.0,16504936.0
1926,43930,27000000,16504936,"Tomorrow, When the War Began",Stuart Beattie,Ambience Entertainment,8/8/10,2010,27000000.0,16504936.0
1927,33107,0,0,And Soon the Darkness,Marcos Efron,StudioCanal,2/25/10,2010,0.0,0.0
1928,33107,0,0,And Soon the Darkness,Marcos Efron,Abandon Pictures,2/25/10,2010,0.0,0.0
1929,33107,0,0,And Soon the Darkness,Marcos Efron,Sandbar Pictures,2/25/10,2010,0.0,0.0
1930,33107,0,0,And Soon the Darkness,Marcos Efron,Anchor Bay Entertainment,2/25/10,2010,0.0,0.0
1931,33107,0,0,And Soon the Darkness,Marcos Efron,Redrum Films,2/25/10,2010,0.0,0.0
1932,44040,10000000,33583175,Devil,John Erick Dowdle,Universal Pictures,1/13/10,2010,10000000.0,33583175.0
1933,44040,10000000,33583175,Devil,John Erick Dowdle,Media Rights Capital,1/13/10,2010,10000000.0,33583175.0
1934,44040,10000000,33583175,Devil,John Erick Dowdle,Night Chronicles,1/13/10,2010,10000000.0,33583175.0
1935,44040,10000000,33583175,Devil,John Erick Dowdle,Relativity Media,1/13/10,2010,10000000.0,33583175.0
1936,44716,15000000,0,HÃ¦vnen,Susanne Bier,Zentropa Entertainments,8/26/10,2010,15000000.0,0.0
1937,29564,8000000,0,Smokin' Aces 2: Assassins' Ball,P.J. Pesce,Capital Arts Entertainment,1/19/10,2010,8000000.0,0.0
1938,29564,8000000,0,Smokin' Aces 2: Assassins' Ball,P.J. Pesce,Universal Studios Home Entertainment,1/19/10,2010,8000000.0,0.0
1939,29564,8000000,0,Smokin' Aces 2: Assassins' Ball,P.J. Pesce,Working Title Films,1/19/10,2010,8000000.0,0.0
1940,29564,8000000,0,Smokin' Aces 2: Assassins' Ball,P.J. Pesce,Always Split Aces Productions,1/19/10,2010,8000000.0,0.0
1941,71622,0,0,Atrocious,Fernando Barreda Luna,Nabu Films,10/15/10,2010,0.0,0.0
1942,71622,0,0,Atrocious,Fernando Barreda Luna,Silencio Rodamos Producciones,10/15/10,2010,0.0,0.0
1943,89704,0,338987,Happy People: A Year in the Taiga,Werner Herzog|Dmitry Vasyukov,Studio Babelsberg,9/3/10,2010,0.0,338987.0
1944,50090,0,0,ì˜í˜•ì œ,Jang Hoon,Showbox,2/4/10,2010,0.0,0.0
1945,31261,100000,1000000,Halo Legends,Shinji Aramaki|Hideki Futamura,Microsoft,2/16/10,2010,100000.0,1000000.0
1946,46829,30000000,8454301,Barney's Version,Richard J. Lewis,Serendipity Point Films,10/26/10,2010,30000000.0,8454301.0
1947,55061,0,693181,Frankie & Alice,Geoffrey Sax,Access Motion Pictures,5/17/10,2010,0.0,693181.0
1948,44678,0,0,Altitude,Kaare Andrews,Darclight Films,10/10/10,2010,0.0,0.0
1949,49787,0,0,The Reef,Andrew Traucki,Lightning Entertainment,5/15/10,2010,0.0,0.0
1950,49787,0,0,The Reef,Andrew Traucki,Screen Australia,5/15/10,2010,0.0,0.0
1951,49787,0,0,The Reef,Andrew Traucki,Screen NSW,5/15/10,2010,0.0,0.0
1952,49787,0,0,The Reef,Andrew Traucki,ProdigyMovies,5/15/10,2010,0.0,0.0
1953,49787,0,0,The Reef,Andrew Traucki,Mysterious Light,5/15/10,2010,0.0,0.0
1954,70695,4000000,55125,Dirty Girl,Abe Sylvia,iDeal Partners Film Fund,9/12/10,2010,4000000.0,55125.0
1955,51409,0,0,The Tree,Julie Bertuccelli,Kojo Pictures,5/23/10,2010,0.0,0.0
1956,51409,0,0,The Tree,Julie Bertuccelli,Tatfilm Produktionsges. mbH,5/23/10,2010,0.0,0.0
1957,51409,0,0,The Tree,Julie Bertuccelli,Dorje Film,5/23/10,2010,0.0,0.0
1958,51409,0,0,The Tree,Julie Bertuccelli,Les Films du Poisson,5/23/10,2010,0.0,0.0
1959,51409,0,0,The Tree,Julie Bertuccelli,Canal+,5/23/10,2010,0.0,0.0
1960,42296,30000,3045943,Catfish,Henry Joost|Ariel Schulman,Hit the Ground Running Films,9/17/10,2010,30000.0,3045943.0
1961,35169,35000000,39340177,Furry Vengeance,Roger Kumble,Summit Entertainment,4/2/10,2010,35000000.0,39340177.0
1962,35169,35000000,39340177,Furry Vengeance,Roger Kumble,Robert Simonds Productions,4/2/10,2010,35000000.0,39340177.0
1963,35169,35000000,39340177,Furry Vengeance,Roger Kumble,Participant Media,4/2/10,2010,35000000.0,39340177.0
1964,35169,35000000,39340177,Furry Vengeance,Roger Kumble,Imagenation Abu Dhabi FZ,4/2/10,2010,35000000.0,39340177.0
1965,35169,35000000,39340177,Furry Vengeance,Roger Kumble,Furry Vengeance Productions,4/2/10,2010,35000000.0,39340177.0
1966,45324,12500000,1083683,Casino Jack,George Hickenlooper,An Olive Branch Productions,9/16/10,2010,12500000.0,1083683.0
1967,45324,12500000,1083683,Casino Jack,George Hickenlooper,Rollercoaster Entertainment,9/16/10,2010,12500000.0,1083683.0
1968,45324,12500000,1083683,Casino Jack,George Hickenlooper,Vortex Words Pictures,9/16/10,2010,12500000.0,1083683.0
1969,45324,12500000,1083683,Casino Jack,George Hickenlooper,Hannibal Pictures,9/16/10,2010,12500000.0,1083683.0
1970,45324,12500000,1083683,Casino Jack,George Hickenlooper,Trigger Street Productions,9/16/10,2010,12500000.0,1083683.0
1971,47559,0,0,The First Grader,Justin Chadwick,Original Pictures,9/4/10,2010,0.0,0.0
1972,47559,0,0,The First Grader,Justin Chadwick,Sixth Sense Productions,9/4/10,2010,0.0,0.0
1973,189197,120000000,0,The Pacific,Jeremy Podeswa|Tim Van Patten|David Nutter|Graham Yost|Carl Franklin|Tony To,Playtone,5/16/10,2010,120000000.0,0.0
1974,189197,120000000,0,The Pacific,Jeremy Podeswa|Tim Van Patten|David Nutter|Graham Yost|Carl Franklin|Tony To,HBO,5/16/10,2010,120000000.0,0.0
1975,189197,120000000,0,The Pacific,Jeremy Podeswa|Tim Van Patten|David Nutter|Graham Yost|Carl Franklin|Tony To,DreamWorks Television,5/16/10,2010,120000000.0,0.0
1976,43935,20000000,4634062,Dylan Dog: Dead of Night,Kevin Munroe,Hyde Park Films,10/26/10,2010,20000000.0,4634062.0
1977,43935,20000000,4634062,Dylan Dog: Dead of Night,Kevin Munroe,platinum studios,10/26/10,2010,20000000.0,4634062.0
1978,43935,20000000,4634062,Dylan Dog: Dead of Night,Kevin Munroe,Long Distance Films,10/26/10,2010,20000000.0,4634062.0
1979,38568,30000,617000,Howl,Rob Epstein|Jeffrey Friedman,RabbitBandini Productions,8/26/10,2010,30000.0,617000.0
1980,38568,30000,617000,Howl,Rob Epstein|Jeffrey Friedman,Werc Werk Works,8/26/10,2010,30000.0,617000.0
1981,43942,3000000,103735,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,Chad Troutwine Films,10/1/10,2010,3000000.0,103735.0
1982,43942,3000000,103735,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,Green Film Company,10/1/10,2010,3000000.0,103735.0
1983,43942,3000000,103735,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,Human Worldwide,10/1/10,2010,3000000.0,103735.0
1984,43942,3000000,103735,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,Loki Films,10/1/10,2010,3000000.0,103735.0
1985,47607,65000,0,Tiny Furniture,Lena Dunham,Tiny Ponies,11/12/10,2010,65000.0,0.0
1986,56601,12500000,3878993,The Perfect Game,William Dear,HighRoad Entertainment,4/1/10,2010,12500000.0,3878993.0
1987,56601,12500000,3878993,The Perfect Game,William Dear,Prelude Pictures,4/1/10,2010,12500000.0,3878993.0
1988,56601,12500000,3878993,The Perfect Game,William Dear,Lone Runner Entertainment,4/1/10,2010,12500000.0,3878993.0
1989,56601,12500000,3878993,The Perfect Game,William Dear,Kenio Films,4/1/10,2010,12500000.0,3878993.0
1990,56601,12500000,3878993,The Perfect Game,William Dear,"Perfect Game, The",4/1/10,2010,12500000.0,3878993.0
1991,47218,0,215576,Happythankyoumoreplease,Josh Radnor,Paper Street Films,1/20/10,2010,0.0,215576.0
1992,47218,0,215576,Happythankyoumoreplease,Josh Radnor,Tom Sawyer Entertainment,1/20/10,2010,0.0,215576.0
1993,47218,0,215576,Happythankyoumoreplease,Josh Radnor,Back Lot Pictures,1/20/10,2010,0.0,215576.0
1994,52015,650000,33245,Stake Land,Jim Mickle,Glass Eye Pix,9/30/10,2010,650000.0,33245.0
1995,52015,650000,33245,Stake Land,Jim Mickle,Belladonna Productions,9/30/10,2010,650000.0,33245.0
